base,feature,steerage,persona,question,mean_score,score,text
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-0.1,,4,3.9922292724534225,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-0.1,,5,1.045400944904858,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-0.1,,6,6.232204627179207,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-0.1,,7,4.794529646196412,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-0.1,,8,6.596551921375068,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.0,,0,2.4893327609375597,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.0,,1,1.2896268654824001,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.0,,2,4.455773655925545,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.0,,3,1.215269238380271,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.0,,4,3.596951467266684,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.0,,5,1.0296054437163156,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.0,,6,6.184293286239697,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.0,,7,4.682197639971171,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.0,,8,6.51859562000638,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.1,,0,2.2584301550031403,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.1,,1,1.1665876464032925,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.1,,2,3.865946340031854,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.1,,3,1.159147718713719,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.1,,4,3.273744437591638,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.1,,5,1.0226192808157781,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.1,,6,6.15195888418757,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.1,,7,4.652198233613718,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.1,,8,6.45950762376226,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.2,,0,2.1446079638315725,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.2,,1,1.0783655280884687,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.2,,2,3.266331395422055,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.2,,3,1.1219626658560464,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.2,,4,3.0358017340424386,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.2,,5,1.017678177733699,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.2,,6,6.057526741392927,6,6
