base,feature,steerage,persona,question,mean_score,score,text
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.0,,7,4.682197639971171,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.0,,8,6.51859562000638,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.1,,0,2.507649333644555,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.1,,1,1.349702438798121,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.1,,2,4.676507983845147,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.1,,3,1.2739326102769073,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.1,,4,3.5006583724036653,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.1,,5,1.0499342276286698,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.1,,6,6.186152774331161,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.1,,7,4.609754632843679,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.1,,8,6.529855057646008,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.2,,0,2.543670486904878,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.2,,1,1.3652633340763372,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.2,,2,4.797426850447712,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.2,,3,1.3506896691653123,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.2,,4,3.416610671330073,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.2,,5,1.080416552038556,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.2,,6,6.137043803630491,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.2,,7,4.530415940495144,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.2,,8,6.482188901739601,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.3,,0,2.5504344660927636,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.3,,1,1.4476834862577386,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.3,,2,4.933329536984473,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.3,,3,1.4401928437802336,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.3,,4,3.428370661077126,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.3,,5,1.1605404996296225,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.3,,6,6.0857716417401475,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.3,,7,4.5072016622305044,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.3,,8,6.426995436192408,7,7
