base,feature,steerage,question,mean_score,score,text
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.2,5,1.0637322837339085,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.2,6,6.0518740245992575,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.2,7,4.759799610162886,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.2,8,6.354191090611262,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,0,2.2625798542813986,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,1,1.44152084529638,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,2,4.20076216716769,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,3,1.232621812285711,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,4,3.240986033245198,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,5,1.0368152416779943,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,6,6.103175511584728,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,7,4.734995313773509,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,8,6.455471288554942,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,0,2.4893327609375597,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,1,1.2896268654824001,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,2,4.455773655925545,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,3,1.215269238380271,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,4,3.596951467266684,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,5,1.0296054437163156,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,6,6.184293286239697,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,7,4.682197639971171,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,8,6.51859562000638,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,0,2.770665775638671,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,1,1.218268418442603,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,2,4.88837432986955,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,3,1.2356365303652106,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,4,4.03748328361021,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,5,1.0233951141053492,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,6,6.27554869411026,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,7,4.773964962002546,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,8,6.6298259873923575,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.2,0,3.024332941164906,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.2,1,1.1557406558176309,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.2,2,5.359866337336137,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.2,3,1.2989257457220582,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.2,4,4.4754097130779815,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.2,5,1.025134321368188,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.2,6,6.389277880982304,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.2,7,4.770113721303933,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.2,8,6.725651905725344,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.3,0,3.4005166647184377,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.3,1,1.153926573865956,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.3,2,5.814729717870511,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.3,3,1.4329398202143933,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.3,4,5.056348536057258,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.3,5,1.0504285228919374,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.3,6,6.555884276125943,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.3,7,4.790523716969903,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.3,8,6.870559858616591,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.5,0,5.028583436735563,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.5,1,1.5829097850117846,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.5,2,6.3792656162339565,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.5,3,2.282539642812104,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.5,4,6.376261072126563,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.5,5,1.5722007891863894,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.5,6,6.687968805612878,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.5,7,5.311355800675762,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.5,8,6.928592735881865,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.8,0,,,Right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.8,1,,,Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.8,2,,,Right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.8,3,,,Right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.8,4,,,Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.8,5,,,Right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.8,6,,,Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.8,7,,,Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.8,8,,,Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right Right
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.8,0,3.727320702901887,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.8,1,2.969444255163534,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.8,2,4.896023550712349,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.8,3,2.4368980182982076,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.8,4,4.8920440099724924,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.8,5,1.875166695865547,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.8,6,5.762387779888651,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.8,7,5.213925493091071,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.8,8,6.286327600395154,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,0,2.2551663072036745,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,1,1.3872286555629043,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,2,3.3578572418409247,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,3,1.3344199816830247,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,4,2.6923914292123228,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,5,1.035028740884108,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,6,5.768483647093334,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,7,4.7301944349979195,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,8,6.38652572965129,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,0,2.19858075310462,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,1,1.1744659440205776,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,2,3.595677665085166,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,3,1.1430551909040636,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,4,2.552930307277367,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,5,1.0107634427470222,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,6,5.931752572316409,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,7,4.654885704213951,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,8,6.551077704875262,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,0,2.27010586495747,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,1,1.151055823152746,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,2,3.8283854732001545,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,3,1.1288645290143497,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,4,2.6867193774953297,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,5,1.0108644736631114,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,6,6.0593715907361965,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,7,4.696363889646446,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,8,6.641296891333706,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,0,2.350655551267602,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,1,1.206865069894874,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,2,4.168853497903169,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,3,1.150731052641617,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,4,3.018530609382277,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,5,1.014451958029096,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,6,6.13743759946678,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,7,4.715941034427879,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,8,6.590009554759087,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,0,2.4893327609375597,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,1,1.2896268654824001,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,2,4.455773655925545,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,3,1.215269238380271,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,4,3.596951467266684,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,5,1.0296054437163156,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,6,6.184293286239697,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,7,4.682197639971171,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,8,6.51859562000638,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,0,2.657529535041246,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,1,1.5088180224588585,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,2,4.844115644186734,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,3,1.477013350564404,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,4,4.197679586935495,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,5,1.0790106793928635,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,6,6.199166015624012,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,7,4.816376419303925,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,8,6.447334078209314,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,0,3.009924420287124,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,1,1.7957917261413252,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,2,5.0883738733146116,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,3,1.747654532621907,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,4,4.687863299025409,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,5,1.1428074777186197,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,6,6.186769896070139,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,7,4.779439608528834,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,8,6.400930541899411,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,0,3.5291026302636435,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,1,1.9956567619499865,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,2,5.287859095674261,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,3,1.903058704223497,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,4,5.099867139851266,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,5,1.2615984882493292,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,6,6.18862793507785,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,7,4.829756616929057,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,8,6.301640675803716,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,0,4.546072076992028,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,1,2.359057186209499,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,2,5.786213766059902,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,3,2.373050348174643,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,4,5.867892086081522,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,5,1.6039739090385017,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,6,6.283841454497988,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,7,4.971796408675085,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,8,6.431975531195291,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.8,0,6.074117730847755,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.8,1,4.338494150612475,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.8,2,6.099376843259386,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.8,3,4.319559361440509,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.8,4,6.504486705491712,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.8,5,3.40352762651615,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.8,6,6.389865613714181,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.8,7,5.2631241577746115,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.8,8,6.541271421224326,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.8,0,5.971664765191355,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.8,1,2.3031496617293676,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.8,2,6.371053138319145,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.8,3,2.1561585474518536,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.8,4,6.689908789458315,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.8,5,2.1477897984221737,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.8,6,6.338632630207357,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.8,7,4.428866932644447,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.8,8,6.551820444173489,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.5,0,3.2591972551755597,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.5,1,1.2889576703914911,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.5,2,6.8630996638915045,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.5,3,1.1243855571277612,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.5,4,6.683645818746443,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.5,5,1.0182100370844482,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.5,6,6.811551853778594,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.5,7,3.904482721224641,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.5,8,6.9509194808939085,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.3,0,2.2525130021991866,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.3,1,1.0177905519674482,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.3,2,6.3918660004445735,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.3,3,1.0183448170493676,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Character acknowledging moral necessity or ethical obligation,-0.3,4,5.237051176996625,7.0,7
