base,feature,steerage,persona,question,mean_score,score,text
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.0,,2,4.455773655925545,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.0,,3,1.215269238380271,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.0,,4,3.596951467266684,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.0,,5,1.0296054437163156,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.0,,6,6.184293286239697,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.0,,7,4.682197639971171,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.0,,8,6.51859562000638,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.1,,0,2.723722866681811,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.1,,1,1.1992181500726284,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.1,,2,5.006577634454701,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.1,,3,1.3308174397499617,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.1,,4,3.8783192661207986,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.1,,5,1.0295285945940666,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.1,,6,6.314449863291528,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.1,,7,4.600881716557968,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.1,,8,6.626037618153821,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.2,,0,3.1631762510275476,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.2,,1,1.1877596433756452,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.2,,2,5.656381150448741,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.2,,3,1.5353807008656868,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.2,,4,4.551558567937569,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.2,,5,1.0361631360445323,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.2,,6,6.394843701600672,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.2,,7,4.5530266053253605,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.2,,8,6.7000502453321005,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.3,,0,3.909231206717679,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.3,,1,1.297102744804224,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.3,,2,6.1090717654788715,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.3,,3,2.035423818779349,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.3,,4,5.407321944071827,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.3,,5,1.070123943362135,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.3,,6,6.515041415477945,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.3,,7,4.508226142486325,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.3,,8,6.7152086416072905,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.5,,0,5.770703213254276,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.5,,1,2.9889199115094587,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.5,,2,6.161242514099842,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.5,,3,4.395467426970515,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.5,,4,6.368883298421945,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.5,,5,2.6319797526431157,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.5,,6,6.615841823936574,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.5,,7,5.2610688144801605,5,5
meta-llama/Meta-Llama-3.1-70B-Instruct,The assistant emphasizing respect and dignity when discussing ethics or boundaries,0.5,,8,6.749434177059845,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,,0,2.2551663072036745,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,,1,1.3872286555629043,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,,2,3.3578572418409247,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,,3,1.3344199816830247,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,,4,2.6923914292123228,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,,5,1.035028740884108,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,,6,5.768483647093334,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,,7,4.7301944349979195,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.5,,8,6.38652572965129,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,,0,2.19858075310462,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,,1,1.1744659440205776,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,,2,3.595677665085166,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,,3,1.1430551909040636,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,,4,2.552930307277367,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,,5,1.0107634427470222,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,,6,5.931752572316409,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,,7,4.654885704213951,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.3,,8,6.551077704875262,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,,0,2.27010586495747,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,,1,1.151055823152746,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,,2,3.8283854732001545,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,,3,1.1288645290143497,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,,4,2.6867193774953297,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,,5,1.0108644736631114,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,,6,6.0593715907361965,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,,7,4.696363889646446,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.2,,8,6.641296891333706,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,,0,2.350655551267602,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,,1,1.206865069894874,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,,2,4.168853497903169,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,,3,1.150731052641617,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,,4,3.018530609382277,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,,5,1.014451958029096,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,,6,6.13743759946678,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,,7,4.715941034427879,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,-0.1,,8,6.590009554759087,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,,0,2.4893327609375597,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,,1,1.2896268654824001,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,,2,4.455773655925545,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,,3,1.215269238380271,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,,4,3.596951467266684,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,,5,1.0296054437163156,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,,6,6.184293286239697,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,,7,4.682197639971171,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.0,,8,6.51859562000638,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,,0,2.657529535041246,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,,1,1.5088180224588585,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,,2,4.844115644186734,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,,3,1.477013350564404,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,,4,4.197679586935495,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,,5,1.0790106793928635,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,,6,6.199166015624012,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,,7,4.816376419303925,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.1,,8,6.447334078209314,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,,0,3.009924420287124,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,,1,1.7957917261413252,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,,2,5.0883738733146116,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,,3,1.747654532621907,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,,4,4.687863299025409,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,,5,1.1428074777186197,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,,6,6.186769896070139,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,,7,4.779439608528834,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.2,,8,6.400930541899411,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,,0,3.5291026302636435,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,,1,1.9956567619499865,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,,2,5.287859095674261,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,,3,1.903058704223497,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,,4,5.099867139851266,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,,5,1.2615984882493292,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,,6,6.18862793507785,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,,7,4.829756616929057,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.3,,8,6.301640675803716,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,,0,4.546072076992028,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,,1,2.359057186209499,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,,2,5.786213766059902,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,,3,2.373050348174643,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,,4,5.867892086081522,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,,5,1.6039739090385017,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,,6,6.283841454497988,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,,7,4.971796408675085,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Abstract moral and ethical concepts,0.5,,8,6.431975531195291,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.5,,0,2.0385843555786116,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.5,,1,2.5847628942098733,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.5,,2,4.111585892385655,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.5,,3,1.5450826820470704,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.5,,4,3.01804576456612,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.5,,5,1.617608763864358,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.5,,6,6.010261285232936,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.5,,7,4.910930040702098,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.5,,8,6.247510061196267,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.3,,0,1.9513130575434292,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.3,,1,1.9366352257830732,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.3,,2,3.861063072341881,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.3,,3,1.3663713525095398,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.3,,4,2.914742252376523,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.3,,5,1.1456889820840366,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.3,,6,5.996628695553016,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.3,,7,4.834428256902448,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.3,,8,6.285409314077119,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.2,,0,2.092280306992991,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.2,,1,1.6807758792088072,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.2,,2,3.9764617505607722,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.2,,3,1.2801687762273162,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.2,,4,3.0634905730500637,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.2,,5,1.0637322837339085,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.2,,6,6.0518740245992575,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.2,,7,4.759799610162886,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.2,,8,6.354191090611262,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,,0,2.2625798542813986,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,,1,1.44152084529638,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,,2,4.20076216716769,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,,3,1.232621812285711,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,,4,3.240986033245198,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,,5,1.0368152416779943,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,,6,6.103175511584728,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,,7,4.734995313773509,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,-0.1,,8,6.455471288554942,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,,0,2.4893327609375597,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,,1,1.2896268654824001,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,,2,4.455773655925545,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,,3,1.215269238380271,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,,4,3.596951467266684,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,,5,1.0296054437163156,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,,6,6.184293286239697,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,,7,4.682197639971171,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.0,,8,6.51859562000638,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,,0,2.770665775638671,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,,1,1.218268418442603,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,,2,4.88837432986955,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,,3,1.2356365303652106,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,,4,4.03748328361021,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,,5,1.0233951141053492,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,,6,6.27554869411026,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,,7,4.773964962002546,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Moral and ethical correctness,0.1,,8,6.6298259873923575,7,7
