base,feature,steerage,question,mean_score,score,text
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,0.8,3,3.5516023417629685,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,0.8,4,6.2723217543284155,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,0.8,5,2.9414816330754276,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,0.8,6,6.434043574422932,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,0.8,7,5.896976492974666,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,0.8,8,6.484921495344108,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,1.0,0,5.947279579750348,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,1.0,1,4.671812809997137,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,1.0,2,6.0601565026743724,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,1.0,3,4.745483739821997,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,1.0,4,6.409953242263964,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,1.0,5,4.572193088491651,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,1.0,6,6.257859943028849,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,1.0,7,5.916687592964903,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Obligation or requirement in instructions,1.0,8,6.361894824928076,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-1.0,0,6.493691748391686,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-1.0,1,6.39123446314112,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-1.0,2,6.596274842146385,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-1.0,3,6.284789729796324,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-1.0,4,6.824080328741045,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-1.0,5,6.371544620272824,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-1.0,6,6.7740300971749425,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-1.0,7,6.481992237061145,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-1.0,8,6.832744928420974,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-0.8,0,6.883253939528437,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-0.8,1,6.746019521687868,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-0.8,2,6.9454264924833,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-0.8,3,6.6579057558465164,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-0.8,4,6.951777152986791,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-0.8,5,6.732333936086103,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-0.8,6,6.946424741438507,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-0.8,7,6.898566758965333,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",-0.8,8,6.980736474271823,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",0.8,0,6.501694033951075,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",0.8,1,6.571315809472336,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",0.8,2,6.451397912800733,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",0.8,3,6.548569671539126,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",0.8,4,6.757668901713934,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",0.8,5,6.404920224193481,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",0.8,6,6.555811304992302,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",0.8,7,6.437248058161978,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",0.8,8,6.683967194664469,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",1.0,0,6.532204816666242,7.0,**7 - Strongly Agree**
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",1.0,1,6.470312876713081,7.0,**7 - Strongly Agree**
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",1.0,2,6.657334346406048,7.0,**7 - Strongly Agree**
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",1.0,3,6.41064556209716,7.0,**7 - Strongly Agree**
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",1.0,4,6.763966734221533,7.0,**7 - Strongly Agree**
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",1.0,5,6.3316911907326014,7.0,**7 - Strongly Agree**
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",1.0,6,6.691987363271403,7.0,**7 - Strongly Agree**
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",1.0,7,6.55876613533387,7.0,**7 - Strongly Agree**
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation or requirement (must, need to, have to)",1.0,8,6.6736859618454405,7.0,**7 - Strongly Agree**
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-1.0,0,5.645809217323963,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-1.0,1,5.133034873986877,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-1.0,2,5.78325661463495,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-1.0,3,5.340198248840452,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-1.0,4,6.463276205317751,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-1.0,5,5.093851300207021,5.0,5
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-1.0,6,6.165578882379342,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-1.0,7,5.877436384524273,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-1.0,8,6.866014847252605,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-0.8,0,5.042960830189264,5.0,5
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-0.8,1,4.470268838271725,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-0.8,2,5.794650980332758,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-0.8,3,3.4880091477583672,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-0.8,4,6.439874294837208,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-0.8,5,3.203340708678338,3.0,3
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-0.8,6,6.266118286774728,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-0.8,7,5.442397668013499,5.0,5
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,-0.8,8,6.896806521829675,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.8,0,5.467763313634858,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.8,1,3.712079400345597,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.8,2,5.5776009323288,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.8,3,4.081693766982141,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.8,4,6.325691696625798,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.8,5,3.3779262613654724,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.8,6,6.174153605493505,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.8,7,5.161921628292216,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.8,8,6.23778046070479,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,1.0,0,,, Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,1.0,1,,, Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,1.0,2,,, Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,1.0,3,,, Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,1.0,4,,, Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,1.0,5,,, Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,1.0,6,,, Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,1.0,7,,, Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,1.0,8,,, Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take Take
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-1.0,0,6.371949314411541,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-1.0,1,5.959819590687304,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-1.0,2,6.776603651531573,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-1.0,3,5.555931728927857,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-1.0,4,6.926796889124776,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-1.0,5,4.578778047403134,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-1.0,6,6.690990607945844,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-1.0,7,6.461509938183902,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-1.0,8,6.854501142232633,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.8,0,5.596790557203214,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.8,1,3.7781565082614805,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.8,2,6.592285863819288,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.8,3,2.938626603559949,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.8,4,6.808039248850506,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.8,5,2.4468118414395734,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.8,6,6.277141970882732,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.8,7,5.9406534660469115,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.8,8,6.802568247279136,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.8,0,6.636160864987594,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.8,1,6.1423143901700925,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.8,2,6.567968237412116,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.8,3,5.880945107723514,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.8,4,6.957483136360226,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.8,5,6.3186163529114605,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.8,6,6.858939117523394,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.8,7,6.333578142524551,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.8,8,6.906641208156944,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",1.0,0,5.478498406398034,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",1.0,1,5.108849691886972,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",1.0,2,5.717859396611121,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",1.0,3,5.247105470552523,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",1.0,4,6.142857345583092,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",1.0,5,4.82539551922221,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",1.0,6,5.8594194041523995,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",1.0,7,5.516594552649699,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",1.0,8,6.106309910535767,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-1.0,0,5.6816045433318845,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-1.0,1,3.048086074861255,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-1.0,2,5.873333274260567,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-1.0,3,3.210145483054039,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-1.0,4,5.366173354143346,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-1.0,5,2.709069506098873,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-1.0,6,5.793443679991009,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-1.0,7,4.7998903265402815,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-1.0,8,6.064136785748124,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.8,0,4.688137228857511,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.8,1,2.456004237511441,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.8,2,5.807686421579922,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.8,3,2.20906695785667,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.8,4,5.373535263863788,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.8,5,1.98301803769149,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.8,6,5.95894668459854,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.8,7,4.891480085192606,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.8,8,6.330272637709131,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.8,0,6.531699754341257,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.8,1,5.790387946334464,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.8,2,6.534742940719072,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.8,3,5.519916299123022,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.8,4,6.762244130887471,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.8,5,5.509368656114076,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.8,6,6.826440682233746,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.8,7,6.418902578399375,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.8,8,6.835512647764301,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",1.0,0,,,Strongly Agree
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",1.0,1,,,Strongly Agree
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",1.0,2,,,Strongly Agree.
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",1.0,3,,,Strongly Agree
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",1.0,4,,,Strongly Agree.
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",1.0,5,,,Strongly Agree
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",1.0,6,,,Strongly Agree.
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",1.0,7,,,Strongly Agree.
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",1.0,8,,,Strongly Agree.
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-1.0,0,3.0058741718515103,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-1.0,1,2.2166779559665857,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-1.0,2,4.45133282811002,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-1.0,3,1.9185543470588131,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-1.0,4,3.2578937482056345,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-1.0,5,1.8984946649465588,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-1.0,6,4.830087489650426,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-1.0,7,4.347386366378335,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-1.0,8,6.288152743155851,7.0,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.8,0,2.637747142938065,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.8,1,2.1778890955169365,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.8,2,4.299407845377868,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.8,3,1.3414349221746833,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.8,4,2.5317630831541638,2.0,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.8,5,1.1916617125005515,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.8,6,5.139411979846366,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.8,7,4.357844962136841,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.8,8,6.2252729360387695,6.0,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",0.8,0,3.306917490465348,4.0,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",0.8,1,1.1922176166680927,1.0,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",0.8,2,6.016737201683735,6.0,6
